Document #,Report,Operator,Operator #,Tracking #,Initial Report Date,Date of Discovery,Spill Type,Qtr Qtr,Section,Township,range,meridian,Latitude,Longitude,Municipality,county,Facility Type,Facility ID,API County Code,API Sequence Number,Spilled outside of berms,More than five barrels spilled,Oil Spill Volume,Condensate Spill Volume,Flow Back Spill Volume,Produced Water Spill Volume,E&P Waste Spill Volume,Other Waste,Drilling Fluid Spill Volume,Current Land Use,Other Land Use,Weather Conditions,Surface Owner,Surface Owner Other,Waters of the State,Residence / Occupied Structure,livestock,Public Byway,Surface Water Supply Area,Spill Description,Supplemental Report Date,Oil BBLs Spilled,Oil BBLs Recovered,Oil Unknown,Condensate BBLs Spilled,Condensate BBLs Recovered,Condensate Unknown,Produced Water BBLs Spilled,Produced Water BBLs Recovered,Produced Water Unknown,Drilling Fluid BBLs Spilled,Drilling Fluid BBLs Recovered,Drilling Fluid Unknown,Flow Back Fluid BBLs Spilled,Flow Back Fluid BBLs Recovered,Flow Back Fluid Unkown,Other E&P Waste BBLS Spilled,Other E&P Waste BBLS Recovered,Other E&P Waste Unknown,Other E&P Waste,Spill Contained within Berm,Emergency Pit Constructed,soil,groundwater,Surface Water,Dry Drainage Feature,Surface Area Length,Surface Area Width,Depth of Impact in Feet,Depth of Impact in Inches,Area Depth Determined,Geology Description,Depth to Groundwater,Water wells in area,Water Wells,Water Wells None,Surface Water Near,Surface Water None,Wetlands,Wetlands None,Springs,Springs None,Livestock Near,Livestock None,Occupied Buildings,Occupied Buildings None,Additional Spill Details,Supplemental Report Date CA,Human Error,Equipment Failure,Historical Unkown,Other,Other Description,Root Cause,Preventative Measures,Soil Excavated,Offsite Disposal,Onsite Treatment,Other Disposition,Other Disposition Description,Ground Water Removed,Surface Water Removed,Corrective Actions Completed,Approved Form 27,Form 27 Project Number,GEOID,TRACT_NAME,total_population,white_population,hispanic_population,median_household_income,poverty_population,unemployed_population,percent_white,percent_hispanic,percent_poverty,unemployment_rate,geometry,ruca_code,ruca_description,rurality,report_delay_full_days,report_delay_winsor99,report_delay_winsor99_int,Period,spill_type
401893556,I w/S,BONANZA CREEK ENERGY OPERATING COMPANY LLC,8960,401893556,2019-01-04,2009-01-24,Historical,SESW  ,14,4N    ,64W    ,6,40.30657,-104.520309,,WELD           ,TANK BATTERY,323325.0,   ,     ,N,Y,Unknown,0,0,0,0,,0,NON-CROP LAND                      ,,"Cold, Snow                         ",FEE,,0.0,0.0,0.0,0.0,0.0,"This is a historic release that as initially reported back in 2009, but was never closed.  A loadline froze overnight and failed at the production tank. The release was contained to the earthen containment berm. The oil was vac'd up and the impacted soil was removed.",01/04/2019,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,,,,,"This is an NFA request for a release that occurred in 2009 with limited documented details. The dimensions of the surface area impact are currently unknown, but assumed to be a portion of the erathen containment area behind the tank.","Dacono clay loam, 0-1 percent slopes.",30.0,9.0,814.0,0.0,1700.0,0.0,,1.0,,1.0,,1.0,70.0,0.0,"This is a historic release. BCEI originally submitted an initial Form 19 and notification back in 2009. However, supplemental forms were never filed on behalf of BCEI. The original release footprint is currently unknown. Two confirmation soil samples were collected around the release point and analyzed for TPH and BTEX. Analytical results indicate compliance with COGCC Table 910-1. BCEI respectfully requests an NFA determination.",2019-01-04,0.0,1.0,0.0,0.0,,A loadline froze and ruptured releasing and unknown amount of oil.,Heat tape and insulation are used to help prevent future freezes.,,0.0,0.0,0.0,,0.0,0.0,True,0.0,,08123001600,16,4023.0,3581.0,612.0,82865.0,268.0,62.0,89.01317424807358,15.212527964205815,6.661695252299279,1.5411384538901318,POINT (-104.520309 40.30657),2,Metropolitan high commuting,Urban,3632,173.43000000000393,173,Before 2020,Historical
401924669,I w/S,KERR MCGEE OIL & GAS ONSHORE LP,47120,401924669,2019-01-31,2014-03-03,Recent,SWNE  ,23,3N    ,66W    ,6,40.212433,-104.736178,,WELD           ,TANK BATTERY,,   ,     ,N,Y,0,>=5 and <100,0,0,0,,0,NON-CROP LAND                      ,,40 degrees F.                      ,FEE,,0.0,0.0,0.0,0.0,0.0,"On March 9, 2014, approximately 30 barrels of condensate were released inside secondary containment at the Sarchet 41-23, Sarchet UPRR 42-23 3X production facility when a motor valve seat and trim failed at the wellhead. Approximately 25 barrels of condensate were recovered via vacuum truck and transferred to a licensed injection facility for disposal. Excavation activities were guided in the field by screening soil for volatile organic compound (VOC) concentrations using a photoionization detector (PID). A topographic Site Location Map showing the geographic setting of the release is provided as Figure 1.",01/31/2019,0.0,0.0,0.0,30.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,41.0,36.0,6.0,,"On March 9, 2014, approximately 30 barrels of condensate were released inside secondary containment at the Sarchet 41-23, Sarchet UPRR 42-23 3X production facility. Approximately 160 cubic yards of impacted material were removed and transported to the Buffalo Ridge Landfill in Keenesburg, Colorado for disposal. Eight (8) confirmation soil samples were collected from the sidewalls and base of the final extent of the excavation area at depths ranging from approximately 4 feet to 6 feet below ground surface (bgs). The soil samples were submitted to eAnalytics Laboratory for analysis of benzene, toluene, ethylbenzene, total xylenes (BTEX), total petroleum hydrocarbons (TPH) - gasoline range organics (GRO) by USEPA Method 8260C, TPH - diesel and oil range organics (DRO and ORO) by USEPA Method 8015. Laboratory analytical results indicated that constituent concentrations in the soil samples collected from the final extent of the excavation area were in full compliance with COGCC standards. A topographic Site Location Map showing the geographic setting of the release is provided as Figure 1. Soil sample locations are illustrated on Figure 2. Soil analytical results are summarized in Table 1 and the laboratory analytical reports are provided as Attachment A. A Form 27 Site Investigation and Remediation Workplan - Produced Water Vessel Closure Report will be prepared for this release. ",Sandy silt,20.0,23.0,390.0,0.0,1450.0,0.0,,1.0,,1.0,975.0,0.0,1630.0,0.0,,2019-01-31,0.0,1.0,0.0,0.0,,A release occurred from the production tank when a motor valve seat and trim failed at the wellhead.,The production facility was rebuilt and the motor valve seat and trim were replaced at the wellhead.,160.0,1.0,0.0,0.0,,,,False,0.0,,08123001800,18,4681.0,3690.0,1658.0,85561.0,273.0,186.0,78.82930997650075,35.41978209784234,5.832087160863064,3.9735099337748347,POINT (-104.736178 40.212433),3,Metropolitan low commuting,Urban,1795,173.43000000000393,173,Before 2020,Recent
401991720,S,KERR MCGEE OIL & GAS ONSHORE LP,47120,401924669,2019-01-31,2014-03-03,Recent,SWNE  ,23,3N    ,66W    ,6,40.212433,-104.736178,,WELD           ,TANK BATTERY,,   ,     ,N,Y,0,>=5 and <100,0,0,0,,0,NON-CROP LAND                      ,,40 degrees F.                      ,FEE,,0.0,0.0,0.0,0.0,0.0,"On March 9, 2014, approximately 30 barrels of condensate were released inside secondary containment at the Sarchet 41-23, Sarchet UPRR 42-23 3X production facility when a motor valve seat and trim failed at the wellhead. Approximately 25 barrels of condensate were recovered via vacuum truck and transferred to a licensed injection facility for disposal. Excavation activities were guided in the field by screening soil for volatile organic compound (VOC) concentrations using a photoionization detector (PID). A topographic Site Location Map showing the geographic setting of the release is provided as Figure 1.",04/01/2019,0.0,0.0,0.0,30.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,41.0,36.0,6.0,,Reference Initial-Supplemental Form 19 (Document No. 401924669) and Initial eForm 27 (Document No. 401962387).,Sandy silt,20.0,23.0,390.0,0.0,1450.0,0.0,,1.0,,1.0,975.0,0.0,1630.0,0.0,,,,,,,,,,,,,,,,,False,1.0,12741.0,08123001800,18,4681.0,3690.0,1658.0,85561.0,273.0,186.0,78.82930997650075,35.41978209784234,5.832087160863064,3.9735099337748347,POINT (-104.736178 40.212433),3,Metropolitan low commuting,Urban,1795,173.43000000000393,173,Before 2020,Recent
401996347,S,BEREN CORPORATION,7800,400839818,2015-05-14,2014-01-06,Recent,SENE  ,2,3S    ,56W    ,6,39.822589,-103.613976,,WASHINGTON     ,TANK BATTERY,,   ,     ,N,N,0,0,0,Unknown,0,,0,NON-CROP LAND                      ,,Winter                             ,OTHER (SPECIFY),Private,0.0,0.0,0.0,0.0,0.0,"COGCC staff alleges the produced water pits overtopped which resulted in the release of produced water.  Beren Corporation asserts the produced water pits did not fail or overtop and release any produced water; however, Beren will perform those remediation activities described herein while maintaining its oil and gas operations did not adversely impact the subject lands. Corrective actions proposed are to (1) seed the subject lands and construct fence to protect growth on lands through reclamation, (2) install free board monitoring system on produced water pits.",04/05/2019,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,,,,,"Vegetation has been successfully established at this location and reclamation activities are complete. As such, Beren Corporation is requesting a No Further Action (NFA) determination for this release. Reclamation photos of the affected area are attached for reference. ",Silt loam,20.0,5.0,2155.0,0.0,445.0,0.0,,1.0,,1.0,35.0,0.0,3530.0,0.0,,,,,,,,,,,,,,,,,True,0.0,,08121924100,9241,2081.0,1968.0,196.0,56875.0,220.0,40.0,94.56991830850554,9.418548774627583,10.571840461316674,1.9221528111484865,POINT (-103.613976 39.822589),10,Rural area,Rural,493,173.43000000000393,173,Before 2020,Recent
402081663,I w/S,KERR MCGEE GATHERING LLC,47121,402081663,2019-06-20,2013-05-10,Recent,SESE  ,15,1S    ,65W    ,6,39.95913,-104.640812,,ADAMS          ,PIPELINE,,   ,     ,Y,N,Unknown,0,0,Unknown,0,,0,NON-CROP LAND                      ,,"Sunny, 60°F                        ",FEE,,0.0,0.0,0.0,0.0,0.0,"On May 10, 2013, a corrosion hole on the 53-4” pipeline resulted in the release of oil and produced water to the subsurface. The volume of the release is unknown. The petroleum hydrocarbon impacted soil was excavated. The release was reported to the Colorado Oil and Gas Conservation Commission (COGCC) based on the volume of soil excavated. The assessment details and analytical results are summarized below. The topographic Site Location Map showing the geographic setting of the release is provided as Figure 1.",06/21/2019,,,1.0,0.0,0.0,0.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,40.0,30.0,20.0,,"Between May 8 and 11, 2013, fourteen soil samples were collected from the base and sidewalls of the excavation and submitted for laboratory analysis of TPH and BTEX. Laboratory analytical results indicated that TPH and BTEX concentrations were in full compliance with COGCC Table 910-1 allowable levels at the extent of the excavation. Approximately 890 cubic yards of impacted soil were excavated and transported to Buffalo Ridge Landfill in Keenesburg, Colorado, for disposal. The general site layout, excavation dimensions, and soil sample locations are depicted on the Excavation Site Map provided as Figure 2. The soil sample analytical results are summarized in Table 1, and the laboratory analytical reports are attached.",Sand and Clayey Sand (SC) ,20.0,38.0,430.0,0.0,4800.0,0.0,4800.0,0.0,,1.0,1250.0,0.0,280.0,0.0,"No further action is required. Laboratory analytical results for the soil samples indicated that TPH and BTEX concentrations were in full compliance with COGCC Table 910-1 allowable levels at the extent of the excavation. Based on the soil sample analytical results, Kerr-McGee is requesting a No Further Action status for this site. The original Form 19 NFA Status Request, submitted to the COGCC on May 16, 2013, is included as an attachment.",2019-06-21,0.0,1.0,0.0,0.0,,"On May 10, 2013, a corrosion hole on the 53-4” pipeline resulted in the release of oil and produced water to the subsurface. The volume of the release is unknown. ",The corroded portion of the pipeline was replaced and cathodic protection was installed.,890.0,1.0,0.0,0.0,,0.0,0.0,True,0.0,,08001008553,85.53,5096.0,4324.0,834.0,130163.0,397.0,124.0,84.850863422292,16.36577708006279,7.790423861852433,2.4332810047095763,POINT (-104.640812 39.95913),2,Metropolitan high commuting,Urban,2232,173.43000000000393,173,Before 2020,Recent
402081722,I w/S,KERR MCGEE GATHERING LLC,47121,402081722,2019-06-20,2014-04-07,Recent,SWSE  ,28,2N    ,67W    ,6,40.10293,-104.893234,,WELD           ,PIPELINE,,   ,     ,Y,N,>=1 and <5,0,0,0,0,,0,CROP LAND                          ,,"Sunny, 55°F                        ",FEE,,0.0,0.0,0.0,0.0,0.0,"On April 7, 2014, a contractor struck the Kerr-McGee 14-83-1196-4"" pipeline while conducting excavation activities for DCP Midstream. Approximately 1.5 barrels of condensate were released from the damaged Kerr-McGee pipeline. The condensate released into the open DCP Midstream excavation and sprayed onto the surrounding land south of the excavation. The petroleum hydrocarbon impacted soil was excavated. The assessment details and analytical results are summarized below. The topographic Site Location Map showing the geographic setting of the release is provided as Figure 1.",06/21/2019,1.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,180.0,90.0,,,"On April 11, 2014, following the removal of impacted soil from the spray release area, three soil samples SS01@6” through SS03@6”) were collected from the base of the shallow excavation and submitted for laboratory analysis of TPH and BTEX. Laboratory analytical results indicated that TPH and BTEX concentrations were in full compliance with COGCC Table 910-1 allowable levels at the extent of the excavation. Approximately 300 cubic yards of impacted soil were excavated and transported to Front Range Landfill in Erie, Colorado, for disposal. The general site layout, excavation dimensions, and soil sample locations are depicted on the Excavation Site Map provided as Figure 2. The soil sample analytical results are summarized in Table 1, and the laboratory analytical report is attached.",Sandy Clay (SC) ,20.0,9.0,1195.0,0.0,2250.0,0.0,3800.0,0.0,,1.0,1610.0,0.0,330.0,0.0,"No further action is required. Laboratory analytical results for the soil samples indicated that TPH and BTEX concentrations were in full compliance with COGCC Table 910-1 allowable levels at the extent of the shallow excavation. Based on the soil sample analytical results, Kerr-McGee is requesting a No Further Action status for this site. The original Form 19 NFA Status Request, submitted to the COGCC on April 17, 2014, is included as an attachment.",2019-06-21,1.0,0.0,0.0,0.0,,"On April 7, 2014, a contractor struck the Kerr-McGee 14-83-1196-4"" pipeline while conducting excavation activities for DCP Midstream. Approximately 1.5 barrels of condensate were released from the damaged Kerr-McGee pipeline. ",All Kerr-McGee utilities will be properly marked prior to excavation activities.,300.0,1.0,0.0,0.0,,0.0,0.0,True,0.0,,08123002016,20.16,3135.0,2631.0,813.0,82625.0,157.0,109.0,83.92344497607655,25.933014354066984,5.0079744816586915,3.476874003189793,POINT (-104.893234 40.10293),4,Micropolitan core,Suburban,1900,173.43000000000393,173,Before 2020,Recent
402116460,I w/S,NGL WATER SOLUTIONS DJ LLC,10373,402116460,2019-07-22,2004-01-01,Historical,SESE  ,28,1N    ,67W    ,6,40.016567,-104.887064,,WELD           ,PRODUCED WATER TRANSFER SYSTEM,,123,18763,N,N,0,0,0,>0 and <1,0,,0,CROP LAND                          ,,Overcast                           ,FEE,,0.0,0.0,0.0,0.0,0.0,Minor spill near wellhead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1.0,1837.0,08123002006,20.06,408.0,323.0,44.0,143646.0,17.0,0.0,79.16666666666666,10.784313725490197,4.166666666666666,0.0,POINT (-104.887064 40.016567),10,Rural area,Rural,5681,173.43000000000393,173,Before 2020,Historical
402226829,I w/S,DCP OPERATING COMPANY LP,4680,402226829,2019-10-30,2013-07-22,Historical,SWSW  ,17,2N    ,66W    ,6,40.13091,-104.806776,,WELD           ,PIPELINE,,   ,     ,Y,N,0,Unknown,0,0,0,,0,CROP LAND                          ,"Roadway, Industrial",Sunny 80's                         ,STATE,,0.0,0.0,0.0,1.0,0.0,"In July 2013, a leak was identified within a six-inch DCP gas gathering pipeline and resulted in a hydrocarbon release to soils at CR 20 and Highway (Hwy) 85 pipeline release (Site), located approximately 0.2 miles east on CR 20 from the intersection with Hwy 85, in Ft. Lupton, CO.  At the time of the release, the pipeline was isolated and blown down while repairs were completed. DCP contracted a third-party environmental contractor to delineate and remove impacted soils in the area of the release.  Analytical results from soil excavation and boring sample locations determined that soil impacts remained in place and required additional remediation. Beginning June 4, 2014 additional investigation activities were performed and included groundwater delineation activities, groundwater remediation and continued quarterly groundwater monitoring activities.",10/30/2019,0.0,0.0,0.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,60.0,18.0,10.0,,"During the July 2013 remediation efforts, approximately 400 cubic yard (CY) of impacted soils were removed by excavation methods and transported for off-site disposal. Confirmation soil samples were collected from the excavation sidewalls and base of excavation at locations illustrated on the attached Figure 2. Analytical results indicated soil impacts remained in place, however the extent of the excavation was limited at the time due to buried fiber optic utilities to the south and agricultural ditch to the north. Soil analytical data is provided in the attached Table 1 and analytical reports are also attached for reference. Additional soil boings were advanced and completed as monitoring wells to evaluate impacts to groundwater in June 2014. Between June 2014 and September 2015, six soil borings were advanced to approximately 18-feet bgs and completed as one-inch monitoring wells at locations illustrated on the attached Figure 3. Following monitoring well installation, ongoing groundwater monitoring has been performed at the Site on a quarterly basis through the third quarter 2019. Additionally, mobile vacuum enhanced fluid recovery (EFR) groundwater remediation efforts were conducted from the third quarter 2015 through the fourth quarter 2016 at which point light non-aqueous phase liquid (LNAPL) was no longer observed at the site. Historical soil excavation and boring analytical data is provided as an attachment to this submittal. Quarterly groundwater reports prepared from the second quarter 2015 through the third quarter 2019 will be provided as attachments in a subsequent eForm 27 submittal. ","Altvan Loam, 0 to 1 percent slopes, Silty Sands",14.0,15.0,256.0,0.0,20.0,0.0,,1.0,,1.0,615.0,0.0,418.0,0.0,,2019-10-30,0.0,1.0,0.0,0.0,,"In July 2013, a leak was identified within a six-inch DCP gas gathering pipeline and resulted in a hydrocarbon release to soils at the site. The affected section of pipeline was removed, and a new section welded in place. The pipeline repair was inspected and pressure tested prior to being returned to service. ","The affected section of pipeline was removed, and a new section welded in place. The pipeline repair was inspected and pressure tested prior to being returned to service.",400.0,1.0,0.0,0.0,,307.0,0.0,False,0.0,,08123001906,19.06,1656.0,993.0,951.0,62500.0,309.0,2.0,59.96376811594203,57.427536231884055,18.65942028985507,0.12077294685990338,POINT (-104.806776 40.13091),2,Metropolitan high commuting,Urban,2291,173.43000000000393,173,Before 2020,Historical
402253095,S,DCP OPERATING COMPANY LP,4680,402226829,2019-10-30,2013-07-22,Historical,SWSW  ,17,2N    ,66W    ,6,40.13091,-104.806776,,WELD           ,PIPELINE,,   ,     ,Y,N,0,Unknown,0,0,0,,0,CROP LAND                          ,"Roadway, Industrial",Sunny 80's                         ,STATE,,0.0,0.0,0.0,1.0,0.0,"In July 2013, a leak was identified within a six-inch DCP gas gathering pipeline and resulted in a hydrocarbon release to soils at CR 20 and Highway (Hwy) 85 pipeline release (Site), located approximately 0.2 miles east on CR 20 from the intersection with Hwy 85, in Ft. Lupton, CO.  At the time of the release, the pipeline was isolated and blown down while repairs were completed. DCP contracted a third-party environmental contractor to delineate and remove impacted soils in the area of the release.  Analytical results from soil excavation and boring sample locations determined that soil impacts remained in place and required additional remediation. Beginning June 4, 2014 additional investigation activities were performed and included groundwater delineation activities, groundwater remediation and continued quarterly groundwater monitoring activities.",12/04/2019,0.0,0.0,0.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,60.0,18.0,10.0,,"During the July 2013 remediation efforts, approximately 400 cubic yard (CY) of impacted soils were removed by excavation methods and transported for off-site disposal. Confirmation soil samples were collected from the excavation sidewalls and base of excavation at locations illustrated on the attached Figure 2. Analytical results indicated soil impacts remained in place, however the extent of the excavation was limited at the time due to buried fiber optic utilities to the south and agricultural ditch to the north. Soil analytical data was provided in the Table 1 and analytical reports were provided in approved eForm19I/S (Document # 402226829). Additional soil boings were advanced and completed as monitoring wells to evaluate impacts to groundwater in June 2014. Between June 2014 and September 2015, six soil borings were advanced to approximately 18-feet bgs and completed as one-inch monitoring wells at locations illustrated on the attached Figure 3. Following monitoring well installation, ongoing groundwater monitoring has been performed at the Site on a quarterly basis through the third quarter 2019. Additionally, mobile vacuum enhanced fluid recovery (EFR) groundwater remediation efforts were conducted from the third quarter 2015 through the fourth quarter 2016 at which point light non-aqueous phase liquid (LNAPL) was no longer observed at the site. Historical soil excavation and boring analytical data is provided as an attachment to this submittal. Quarterly groundwater reports prepared from the second quarter 2015 through the third quarter 2019 were provided as attachments in approved eForm 27 (Dcoument # 402247877).","Altvan Loam, 0 to 1 percent slopes, Silty Sands",14.0,15.0,256.0,0.0,20.0,0.0,,1.0,,1.0,615.0,0.0,418.0,0.0,,2019-12-04,0.0,1.0,0.0,0.0,,"In July 2013, a leak was identified within a six-inch DCP gas gathering pipeline and resulted in a hydrocarbon release to soils at the site. The affected section of pipeline was removed, and a new section welded in place. The pipeline repair was inspected and pressure tested prior to being returned to service","The affected section of pipeline was removed, and a new section welded in place. The pipeline repair was inspected and pressure tested prior to being returned to service.",400.0,1.0,0.0,0.0,,307.0,0.0,False,1.0,14694.0,08123001906,19.06,1656.0,993.0,951.0,62500.0,309.0,2.0,59.96376811594203,57.427536231884055,18.65942028985507,0.12077294685990338,POINT (-104.806776 40.13091),2,Metropolitan high commuting,Urban,2291,173.43000000000393,173,Before 2020,Historical
402349927,I w/S,ANADARKO DJ GAS PROCESSING LLC,10719,402349927,2020-03-23,1994-11-14,Historical,SENE  ,32,3S    ,65W    ,6,39.748143,-104.680174,,ADAMS          ,GAS PROCESSING PLANT,255983.0,   ,     ,Y,N,0,0,0,0,Unknown,Water and soil impacted by a mix of E&P and non-E&P materials,0,CROP LAND                          ,,"Unknown, historical release        ",OTHER (SPECIFY),DJ Gas Processing LLC,1.0,0.0,0.0,0.0,0.0,"Two Flare Fluid Storage Pits (#1 and #2) were historically operated at the Wattenberg Gas Plant. During decommissioning of the former Flare Fluid Storage Pits, initial investigation activities indicated that hydrocarbon impacts to soil and groundwater were present at the site. The COGCC had previously issued Remediation Project No. 1688 for the release from the former Flare Fluid Storage Pits, however this Remediation Project was inadvertently closed prior to achieving No Further Action (NFA) criteria. As a result, a Form 27-Initial was re-filed with the COGCC on January 6, 2020 (COGCC Document No. 402274364) and Remediation Project No. 14874 was issued. This Form 19 is being submitted to establish a new Spill/Release Point ID for the release from the former Flare Fluid Storage Pits, as noted in the Form 27-Initial. A topographic Site Location Map showing the geographic setting of the release is provided as Figure 1.",04/06/2020,,,1.0,,,1.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,Water and soil impacted by a mix of E&P and non-E&P materials,0.0,0.0,1.0,1.0,0.0,0.0,150.0,120.0,15.0,,Reference Form 27-Initial (Document No. 402274364).,Clay with sand,12.0,4.0,550.0,0.0,300.0,0.0,,1.0,,1.0,2730.0,0.0,380.0,0.0,,2020-04-06,0.0,0.0,0.0,0.0,,Historical impacts were discovered during decommissioning of the former Flare Fluid Storage Pits.,The former Flare Fluid Storage Pits were removed and replaced with an engineered above ground storage tank in a lined berm.,0.0,0.0,0.0,0.0,,0.0,,False,1.0,14874.0,08001008354,83.54,4211.0,1204.0,992.0,101250.0,453.0,16.0,28.59178342436476,23.55734979814771,10.757539776775113,0.379957254808834,POINT (-104.680174 39.748143),1,Metropolitan core,Urban,9261,173.43000000000393,173,2020 and After,Historical
402392586,I,KP KAUFFMAN COMPANY INC,46290,402392586,2020-05-07,2019-04-08,Recent,NWNW  ,29,5N    ,67W    ,6,40.375604,-104.923776,,WELD           ,TANK BATTERY,434942.0,   ,     ,N,N,>0 and <1,0,0,0,0,,0,CROP LAND                          ,,"Sunny, warm (74 deg f)             ",FEE,,0.0,1.0,0.0,0.0,0.0,"High sales line pressure caused separator's pop-off to release. Pop-off release caused a release of hydrocarbon fluids, which were sprayed in the NW direction, traveling a distance of approximately 90 ft. from the separator. KPK immediately shut-in the location to prevent further pop-off releases. Surface area impacted by the release was removed and has been replaced with topsoil.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,,08123002107,21.07,6032.0,5782.0,475.0,110750.0,65.0,226.0,95.85543766578249,7.8746684350132625,1.0775862068965518,3.7466843501326257,POINT (-104.923776 40.375604),3,Metropolitan low commuting,Urban,395,173.43000000000393,173,2020 and After,Recent
402398452,S,KP KAUFFMAN COMPANY INC,46290,402392586,2020-05-07,2019-04-08,Recent,NWNW  ,29,5N    ,67W    ,6,40.375604,-104.923776,,WELD           ,TANK BATTERY,434942.0,   ,     ,N,N,>0 and <1,0,0,0,0,,0,CROP LAND                          ,,"Sunny, warm (74 deg f)             ",FEE,,0.0,1.0,0.0,0.0,0.0,"High sales line pressure caused separator's pop-off to release. Pop-off release caused a release of hydrocarbon fluids, which were sprayed in the NW direction, traveling a distance of approximately 90 ft. from the separator. KPK immediately shut-in the location to prevent further pop-off releases. Surface area impacted by the release was removed and has been replaced with topsoil.",05/14/2020,0.0,0.0,0.0,,,1.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,90.0,60.0,0.0,,Visual observation of impacted surface area following the release of hydrocarbon fluid spray.,"Colby loam, 1 to 3 percent slopes",10.0,5.0,600.0,0.0,150.0,0.0,,1.0,,1.0,,1.0,150.0,0.0,,2020-05-14,0.0,0.0,0.0,0.0,,High pressure separator safety relief valve released causing a pressurized release of hydrocarbon fluid. Release from pressure relief valve caused by high sales line pressure which exceeded the maximum operating pressure of the separator. ,High pressure separator safety relief valve was replaced as a result of the release.,60.0,1.0,0.0,0.0,,0.0,0.0,True,0.0,,08123002107,21.07,6032.0,5782.0,475.0,110750.0,65.0,226.0,95.85543766578249,7.8746684350132625,1.0775862068965518,3.7466843501326257,POINT (-104.923776 40.375604),3,Metropolitan low commuting,Urban,395,173.43000000000393,173,2020 and After,Recent
402405909,S,KERR MCGEE OIL & GAS ONSHORE LP,47120,400954587,2015-12-15,2013-09-26,Recent,NWSE  ,12,1N    ,67W    ,6,40.064967,-104.837339,,WELD           ,TANK BATTERY,418845.0,   ,     ,Y,N,0,0,0,>=5 and <100,0,,0,CROP LAND                          ,,"80 degrees, clear.                 ",FEE,,1.0,0.0,0.0,0.0,0.0,"On September 26, 2013, an operator noticed the water tank gauge was going down on automation.  The water tank was tested with fresh water and it was discovered that the poly pipe came apart at a fuse on the 2"" water dumpline. Approximately 29 bbls of produced water were released within the tank battery berm. The Form 19 was originally submitted to the COGCC on October 8, 2013. See attached.",05/26/2020,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,16.0,20.0,3.0,,"See details presented in the original Form 19 submitted to the COGCC on October 8, 2013.",Clay Loam.,3.0,31.0,750.0,0.0,1325.0,0.0,,1.0,,1.0,,1.0,2100.0,0.0,,,,,,,,,,,,,,,,,False,1.0,9723.0,08123001910,19.10,1992.0,1717.0,1064.0,52917.0,234.0,49.0,86.19477911646585,53.41365461847389,11.74698795180723,2.459839357429719,POINT (-104.837339 40.064967),2,Metropolitan high commuting,Urban,810,173.43000000000393,173,Before 2020,Recent
